Company,Exchange:Ticker,Industry ,Country,Broad Group,Sub Group,Bottom up Beta for sector,Bottom up levered beta,ERP for Country,Cost of equity in US$,Total Default Spread for cost of debt (Company + Country),Pre-tax cost of debt in US $,After-tax cost of debt in US $,Cost of capital in US$,ROE - Cost of Equity,ROIC - Cost of Capital,Marketcapital,PV of lease debt,Total Debt,Total Debt incl leases (in US $),Firm Value (in US $),Cash,Enterprise Value (in US $),Cash/ Firm Value,Liquidity Ratio (Daily trading volume/Shrs outs),Book Debt to capital ratio,MDC,Book Debt to Equity Ratio,Market Debt to Equity ratio,"Stock price (Dec 31, 2012)in US$",Beta,Correlation with market,Standard deviation in stock price,HiL0 Risk Measure (Hi- lo)/ (Hi+Lo),Interest coverage ratio,Current PE,Trailing PE,Forward PE,PEG,PBV,PS,EV/EBIT,EV/EBITDA,EV/Invested Capital,EV/Sales,Payout ratio,Dividend Yield,Historical growth in Net Income - Last 3 years,Historical growth in Net Income - Last 5 years,Historical growth in Revenues - Last 3 years,Historical growth in Revenues - Last 5 years,Expected growth rate in EPS- Next 5 years,Expected growth in revenues - Next 2 years,roe,Return on Capital (ROC or ROIC),npm,Pre-tax Operating Margin,Effective Tax Rate,% held by institutions,Net Income,Trailing Net Income,Operating Income,Trailing Operating Income (adj for leases),Revenues,Trailing Revenues,EBITDA,Trailing EBITDA,EBIT (1-t),Net Debt issued (Debt issue - repaid),Change in non-cash Working capital,Net Cap Ex,Reinvestment Rate,FCFF,FCFE,FCFE without debt,Book Value of Equity - 4 qtrs ago,Invested Capital - 4 qtre ago,Current Book Value of Equity,Current Invested Capital,Dividends,Modified 2-year beta,Modified 5-year beta,Beta adjustment factor,Coeff of variation - Op Income,Coeff of variation - Net Income,Average 10-year EBIT,Average 10-yr Net Income,Dividends + Buybacks,CRP,Country Marginal tax rate
LPKF Laser & Electronics AG (XTRA:LPK),XTRA:LPK,Electronics,Germany,Developed Europe,EU & Environs,1.0714,1.1134,#REF!,#REF!,1.50%,#REF!,#REF!,#REF!,#REF!,#REF!,$571.50 ,$2.19 ,$28.60 ,$30.79 ,$602.29 ,$15.10 ,$587.19 ,2.51%,0.01,25.51%,5.11%,34.24%,5.39%,$25.66 ,1.92,35.36%,61.02%,0.42,32.38,32.11,24.63,26.87,2.7,6.36,3.65,17.23,19.32,5.57,3.75,32.46%,1.32%,13.10%,52.40%,19.10%,22.90%,11.90%,8.41%,34.27%,37.88%,12.61%,18.52%,27.12%,25.79%,$17.80 ,$23.20 ,$34.00 ,$34.09 ,$156.70 ,$184.00 ,$30.40 ,$38.40 ,$24.84 ,$1.50 ,($3.65),$21.27 ,70.93%,$7.22 ,$4.08 ,$5.58 ,$67.70 ,$89.99 ,$89.90 ,$105.49 ,($7.53),0.86,1.16,0.5,0.08,0.08,$11.00 ,$7.29 ,($7.53),0.00%,21%
Infotel (ENXTPA:INF),ENXTPA:INF,Computer Services,France,Developed Europe,EU & Environs,0.8659,0.9566,#REF!,#REF!,1.40%,#REF!,#REF!,#REF!,#REF!,#REF!,$128.20 ,$21.32 ,$0.03 ,$21.35 ,$149.55 ,$25.60 ,$123.95 ,17.12%,0,26.44%,14.28%,35.95%,16.66%,$97.16 ,0.36,10.49%,35.99%,0.2,85,20.81,16.03,11,1.03,2.16,0.72,16.23,11.37,3.03,0.7,43.00%,2.68%,-3.57%,18.40%,10.70%,9.38%,20.30%,4.90%,14.87%,18.15%,4.49%,4.28%,37.11%,4.11%,$6.16 ,$8.00 ,$11.90 ,$7.64 ,$177.00 ,$178.30 ,$10.90 ,$13.30 ,$4.80 ,$0.02 ,($2.18),($0.23),-50.08%,$7.21 ,$10.39 ,$10.41 ,$53.80 ,$42.07 ,$59.40 ,$40.85 ,($3.44),0.15,0.23,0.5,0.04,0.05,$8.60 ,$5.85 ,($3.48),0.60%,21%
IQE Public Limited Company (AIM:IQE),AIM:IQE,Semiconductor,United Kingdom,Developed Europe,UK,1.339,1.7864,#REF!,#REF!,4.40%,#REF!,#REF!,#REF!,#REF!,#REF!,$252.10 ,$21.13 ,$63.10 ,$84.23 ,$336.33 ,$5.90 ,$330.43 ,1.75%,0.01,32.66%,25.04%,48.49%,33.41%,$0.39 ,2.19,23.45%,102.23%,0.36,9.49,23.34,18.54,9.97,0.61,1.45,1.76,17.81,14.69,1.31,2.31,0.00%,0.00%,16.80%,NA,22.00%,15.60%,38.00%,27.90%,10.21%,11.17%,7.67%,10.47%,0.00%,78.88%,$10.80 ,$13.60 ,$18.70 ,$18.55 ,$143.00 ,$177.30 ,$22.50 ,$31.10 ,$18.55 ,($37.06),($1.73),$75.36 ,396.82%,($55.07),($22.97),($60.03),$133.20 ,$166.17 ,$173.70 ,$252.03 ,$0.00 ,0.96,1.37,0.5,0.12,0.13,($1.69),($2.37),$0.00 ,0.60%,30%
COR&FJA AG (XTRA:FJH),XTRA:FJH,Computer Software,Germany,Developed Europe,EU & Environs,1.0246,1.8061,#REF!,#REF!,1.50%,#REF!,#REF!,#REF!,#REF!,#REF!,$65.00 ,$39.78 ,$9.80 ,$49.58 ,$114.58 ,$17.10 ,$97.48 ,14.92%,0,47.87%,43.27%,91.81%,76.28%,$1.59 ,1.04,29.83%,60.42%,0.31,NA,NA,NA,NA,NA,1.2,0.36,NA,NA,1.89,0.54,NA,0.00%,NA,NA,6.12%,16.00%,NA,-12.40%,-45.19%,-9.73%,-23.12%,-5.51%,0.00%,3.59%,($31.90),($40.90),($13.70),($9.76),$181.40 ,$176.90 ,($4.04),($10.30),($9.76),$12.97 ,($21.71),($2.51),NA,$14.47 ,($29.65),($16.68),$90.50 ,$100.28 ,$54.00 ,$51.58 ,$0.00 ,0.72,0.11,0.5,0.17,0.23,($3.04),($17.64),$0.00 ,0.00%,21%
Archos SA (ENXTPA:JXR),ENXTPA:JXR,Computers/Peripherals,France,Developed Europe,EU & Environs,1.1128,1.1788,#REF!,#REF!,4.40%,#REF!,#REF!,#REF!,#REF!,#REF!,$136.80 ,$0.73 ,$7.39 ,$8.12 ,$144.92 ,$17.40 ,$127.52 ,12.01%,0.02,13.85%,5.60%,16.08%,5.94%,$4.83 ,1.7,19.24%,105.79%,0.34,NA,NA,NA,35,NA,2.71,0.67,NA,NA,3.09,0.62,NA,0.00%,NA,NA,30.40%,6.75%,NA,7.80%,-35.74%,-28.90%,-13.89%,-9.70%,0.00%,2.21%,($51.00),($24.30),($17.60),($16.97),$204.20 ,$175.00 ,($4.52),($7.43),($16.97),($4.65),($1.30),$1.90 ,NA,($17.57),($20.25),($24.90),$68.00 ,$58.72 ,$50.50 ,$41.22 ,$0.00 ,0.81,0.93,0.5,0.1,0.12,($7.71),($13.02),$0.00 ,0.60%,21%
Funkwerk AG (XTRA:FEW),XTRA:FEW,Telecom. Equipment,Germany,Developed Europe,EU & Environs,1.1293,1.968,#REF!,#REF!,3.00%,#REF!,#REF!,#REF!,#REF!,#REF!,$23.40 ,$5.28 ,$12.10 ,$17.38 ,$40.78 ,$4.51 ,$36.27 ,11.06%,0,35.20%,42.62%,54.31%,74.27%,$2.90 ,1.14,9.49%,90.92%,0.24,1.53,NA,NA,NA,NA,0.73,0.12,4.83,6.64,0.88,0.19,NA,0.00%,NA,NA,-10.60%,-16.00%,NA,-5.86%,-23.71%,17.16%,-5.52%,4.30%,0.00%,4.42%,($21.70),($9.65),$3.34 ,$7.51 ,$189.20 ,$174.80 ,$5.46 ,$6.39 ,$7.51 ,($1.91),$7.82 ,($2.44),71.60%,$2.13 ,($13.12),($15.03),$40.70 ,$43.80 ,$32.00 ,$41.37 ,$0.00 ,0.35,1.02,0.5,0.12,0.12,$5.11 ,($5.53),$0.00 ,0.00%,21%
Gefran SpA (BIT:GE),BIT:GE,Electronics,Italy,Developed Europe,EU & Environs,1.0714,2.5451,#REF!,#REF!,3.40%,#REF!,#REF!,#REF!,#REF!,#REF!,$54.40 ,$3.43 ,$71.40 ,$74.83 ,$129.23 ,$30.10 ,$99.13 ,23.29%,0,44.11%,57.90%,78.93%,137.55%,$3.82 ,1.49,36.88%,57.01%,0.18,1.03,70.38,NA,NA,NA,0.57,0.31,65.02,13.54,0.76,0.57,NA,0.00%,NA,NA,3.76%,0.11%,NA,NA,-1.30%,1.16%,-0.70%,0.88%,0.00%,2.98%,$0.77 ,($1.22),$2.21 ,$1.52 ,$172.90 ,$173.20 ,$7.32 ,$9.08 ,$1.52 ,($18.40),($8.93),$5.14 ,-248.28%,$5.31 ,$20.97 ,$2.57 ,$93.50 ,$131.92 ,$94.80 ,$130.17 ,$0.00 ,0.84,0.55,0.5,0.09,0.11,$7.30 ,$3.72 ,$0.00 ,2.85%,21%
Digital Bros S.p.A. (BIT:DIB),BIT:DIB,Computer Software,Italy,Developed Europe,EU & Environs,1.0246,1.6729,#REF!,#REF!,3.90%,#REF!,#REF!,#REF!,#REF!,#REF!,$41.80 ,$0.00 ,$52.90 ,$52.90 ,$94.70 ,$3.66 ,$91.04 ,3.86%,0,59.77%,55.86%,148.60%,126.56%,$3.08 ,1.54,27.20%,69.20%,0.41,1.18,NA,110.29,NA,NA,1.17,0.28,12.14,31.39,1.07,0.61,340.37%,3.09%,NA,-36.20%,-1.56%,-4.15%,NA,NA,1.10%,9.16%,0.22%,4.35%,50.00%,NA,($2.05),$0.38 ,$5.92 ,$7.50 ,$148.70 ,$172.60 ,$2.90 ,$7.08 ,$3.75 ,$0.00 ,($3.80),$0.32 ,-92.83%,$7.23 ,$3.86 ,$3.86 ,$34.40 ,$81.87 ,$35.60 ,$84.84 ,($1.29),0.75,0.81,0.5,NA,NA,NA,NA,($1.29),2.85%,21%
Punch International NV (ENXTBR:PUN),ENXTBR:PUN,Electronics,Belgium,Developed Europe,EU & Environs,1.0714,1.3726,#REF!,#REF!,3.10%,#REF!,#REF!,#REF!,#REF!,#REF!,$114.50 ,$0.00 ,$45.80 ,$45.80 ,$160.30 ,$27.10 ,$133.20 ,16.91%,0,16.10%,28.57%,19.19%,40.00%,$9.63 ,2.24,25.30%,88.54%,0.39,18.27,12.39,10.6,NA,NA,0.48,0.66,3.16,3.86,0.52,0.77,0.00%,0.00%,NA,-33.40%,-6.44%,-18.50%,NA,NA,6.80%,21.66%,6.27%,24.43%,29.71%,7.33%,$9.24 ,$10.80 ,$32.70 ,$42.09 ,$173.20 ,$172.30 ,$34.50 ,$37.10 ,$29.59 ,$13.30 ,$11.77 ,$0.70 ,42.15%,$17.12 ,($14.97),($1.67),$158.90 ,$194.30 ,$238.70 ,$257.40 ,$0.00 ,0.9,1.58,0.5,0.12,0.15,$12.24 ,$3.00 ,$0.00 ,0.90%,21%
Exprivia SpA (BIT:XPR),BIT:XPR,Computer Software,Italy,Developed Europe,EU & Environs,1.0246,1.8326,#REF!,#REF!,3.90%,#REF!,#REF!,#REF!,#REF!,#REF!,$58.10 ,$0.00 ,$58.70 ,$58.70 ,$116.80 ,$7.09 ,$109.71 ,6.07%,0,38.39%,50.26%,62.31%,101.03%,$1.14 ,2.21,44.61%,66.69%,0.22,3.27,20.46,12.47,NA,NA,0.62,0.32,6,8.57,2.09,0.6,0.00%,0.00%,-12.20%,-14.30%,14.70%,7.96%,NA,NA,5.50%,32.49%,2.62%,10.28%,21.95%,2.11%,$2.84 ,$4.66 ,$11.90 ,$18.29 ,$183.70 ,$177.90 ,$12.80 ,$14.60 ,$14.28 ,$0.00 ,($15.86),$2.61 ,-92.81%,$27.53 ,$17.91 ,$17.91 ,$84.80 ,$56.29 ,$94.20 ,$52.51 ,$0.00 ,1.19,0.94,0.5,0.08,0.12,$8.14 ,$2.19 ,$0.00 ,2.85%,21%
NEXEYA (ENXTPA:ALNEX),ENXTPA:ALNEX,Electronics,France,Developed Europe,EU & Environs,1.0714,1.351,#REF!,#REF!,2.40%,#REF!,#REF!,#REF!,#REF!,#REF!,$63.60 ,$0.00 ,$16.60 ,$16.60 ,$80.20 ,$20.80 ,$59.40 ,25.94%,0,19.76%,20.70%,24.63%,26.10%,$15.92 ,1.41,23.02%,75.91%,0.25,26.29,NA,NA,8.38,NA,0.94,0.38,6.07,4.83,1.75,0.35,NA,1.82%,NA,NA,5.15%,4.06%,NA,0.50%,-20.68%,33.04%,-10.09%,5.80%,0.00%,89.43%,($17.00),($17.00),$9.78 ,$9.78 ,$168.50 ,$168.50 ,$12.30 ,$12.30 ,$9.78 ,$4.39 ,($1.16),$2.23 ,10.98%,$8.71 ,($22.46),($18.07),$82.20 ,$29.60 ,$67.40 ,$33.90 ,($1.16),0.7,0.72,0.5,NA,NA,NA,NA,($1.16),0.60%,21%
adesso AG (DB:ADN1),DB:ADN1,Computer Services,Germany,Developed Europe,EU & Environs,0.8659,0.9304,#REF!,#REF!,1.50%,#REF!,#REF!,#REF!,#REF!,#REF!,$82.50 ,$0.00 ,$8.47 ,$8.47 ,$90.97 ,$17.40 ,$73.57 ,19.13%,0,15.99%,9.31%,19.03%,10.27%,$14.31 ,1.45,35.36%,58.12%,0.32,8.39,90.26,14.89,12.89,NA,1.85,0.52,11.75,12.98,4.12,0.46,24.37%,1.64%,7.28%,4.90%,19.10%,17.50%,NA,7.83%,14.54%,111.39%,3.29%,3.72%,27.48%,4.93%,$0.91 ,$5.54 ,$4.21 ,$6.26 ,$159.30 ,$168.50 ,$5.67 ,$7.61 ,$4.54 ,$5.62 ,$0.00 ,($0.88),-19.45%,$5.42 ,$0.81 ,$6.42 ,$38.10 ,$5.62 ,$44.50 ,$17.87 ,($1.35),0.82,0.53,0.5,NA,NA,NA,NA,($1.35),0.00%,21%
Mensch und Maschine Software SE (DB:MUM),DB:MUM,Computer Software,Germany,Developed Europe,EU & Environs,1.0246,1.4947,#REF!,#REF!,1.00%,#REF!,#REF!,#REF!,#REF!,#REF!,$108.70 ,$8.20 ,$41.80 ,$50.00 ,$158.70 ,$8.28 ,$150.42 ,5.22%,0,51.70%,31.50%,107.06%,45.99%,$7.07 ,0.2,6.32%,31.23%,0.08,NA,22.79,33.86,21.49,3.13,2.33,0.69,62.65,117.51,3.47,0.96,129.28%,3.82%,NA,-18.20%,-12.40%,-11.20%,7.28%,12.20%,7.62%,8.61%,1.91%,1.43%,0.25%,2.81%,$4.77 ,$3.21 ,($2.47),$2.40 ,$156.60 ,$167.80 ,$1.28 ,$2.98 ,$2.39 ,($6.46),$0.00 ,$2.83 ,118.16%,($0.44),$6.84 ,$0.38 ,$42.10 ,$27.88 ,$46.70 ,$43.32 ,($4.15),0.08,0.14,0.5,0.11,0.12,$3.23 ,$0.69 ,($4.66),0.00%,21%
Micronas Semiconductor Holding AG (SWX:MASN),SWX:MASN,Semiconductor,Switzerland,Developed Europe,EU & Environs,1.339,1.4167,#REF!,#REF!,1.50%,#REF!,#REF!,#REF!,#REF!,NA,$233.80 ,$13.56 ,$0.00 ,$13.56 ,$247.36 ,$106.40 ,$140.96 ,43.01%,0,8.95%,5.48%,9.83%,5.80%,$7.93 ,1.3,26.46%,58.21%,0.16,22.87,11.08,13.13,18.57,13.85,1.7,1.27,14.8,4.49,3.13,0.77,8.82%,0.67%,NA,NA,-6.69%,-25.30%,0.80%,-0.75%,12.37%,NA,10.72%,5.74%,0.00%,30.42%,$21.10 ,$17.80 ,$7.96 ,$9.53 ,$184.00 ,$166.00 ,$31.40 ,$19.90 ,$9.53 ,$0.00 ,$1.49 ,$78.10 ,835.31%,($70.06),($61.79),($61.79),$143.90 ,($10.74),$137.90 ,$45.06 ,($1.57),0.62,0.71,0.5,0.13,0.18,$16.06 ,($44.68),($1.57),0.00%,21%
Alcatel Lucent Teletas Telekomunikasyon AS (IBSE:ALCTL),IBSE:ALCTL,Telecom. Equipment,Turkey,Developed Europe,EU & Environs,1.1293,2.1735,#REF!,#REF!,3.70%,#REF!,#REF!,#REF!,#REF!,#REF!,$42.50 ,$0.00 ,$39.30 ,$39.30 ,$81.80 ,$0.69 ,$81.11 ,0.84%,0.03,53.62%,48.04%,115.59%,92.47%,$1.10 ,1.24,23.87%,63.35%,0.46,1.52,4.21,17.42,NA,NA,1.25,0.21,7.48,6.87,1.12,0.4,0.00%,0.00%,-11.80%,17.10%,7.58%,4.36%,NA,953.10%,8.33%,41.30%,1.43%,6.37%,0.00%,2.59%,$10.10 ,$2.44 ,$8.85 ,$10.84 ,$204.40 ,$170.20 ,$11.80 ,$10.80 ,$10.84 ,($11.26),$0.87 ,$1.85 ,25.11%,$8.12 ,$10.98 ,($0.28),$29.30 ,$26.25 ,$34.00 ,$72.61 ,$0.00 ,0.61,0.66,0.5,NA,NA,NA,NA,$0.00 ,3.30%,21%
Doro AB (publ) (OM:DORO),OM:DORO,Telecom. Equipment,Sweden,Developed Europe,EU & Environs,1.1293,1.139,#REF!,#REF!,1.50%,#REF!,#REF!,#REF!,#REF!,#REF!,$142.60 ,$1.70 ,$0.00 ,$1.70 ,$144.30 ,$10.60 ,$133.70 ,7.35%,0.01,4.06%,1.18%,4.23%,1.19%,$6.85 ,0.71,11.83%,63.60%,0.4,NA,17.56,17.24,12,NA,3.55,1.13,12.83,15.23,4.27,1.06,45.59%,2.64%,6.39%,54.70%,21.20%,24.10%,NA,22.90%,28.62%,78.38%,5.08%,6.41%,27.46%,38.72%,$8.12 ,$8.27 ,$9.89 ,$10.42 ,$126.20 ,$162.70 ,$8.78 ,$12.10 ,$7.56 ,($6.60),$12.39 ,$16.88 ,386.99%,($21.70),($14.40),($21.00),$28.90 ,$13.30 ,$40.20 ,$31.30 ,($3.77),0.3,0.47,0.5,0.12,0.12,$1.29 ,$1.17 ,($3.77),0.00%,21%
CENIT Aktiengesellschaft (DB:CSH),DB:CSH,Computer Software,Germany,Developed Europe,EU & Environs,1.0246,1.0246,#REF!,#REF!,1.50%,#REF!,#REF!,#REF!,#REF!,#REF!,$119.00 ,$0.00 ,$0.00 ,$0.00 ,$119.00 ,$36.70 ,$82.30 ,30.84%,0,0.00%,0.00%,0.00%,0.00%,$14.22 ,1.17,24.49%,50.93%,0.21,175.76,16.67,15.97,13.81,NA,2.59,0.76,4.81,5.68,8.85,0.53,83.62%,5.24%,34.60%,6.26%,11.40%,9.15%,NA,4.03%,17.25%,119.72%,4.52%,10.38%,31.91%,38.78%,$7.14 ,$7.45 ,$11.60 ,$17.12 ,$156.70 ,$164.90 ,$14.50 ,$14.70 ,$11.66 ,$0.00 ,($3.57),($1.76),-45.70%,$16.98 ,$12.78 ,$12.78 ,$43.20 ,$14.30 ,$46.00 ,$9.30 ,($6.23),0.5,0.76,0.5,0.04,0.04,$8.65 ,$6.07 ,($6.23),0.00%,21%
Transmode AB (publ) (OM:TRMO),OM:TRMO,Telecom. Equipment,Sweden,Developed Europe,EU & Environs,1.1293,1.1401,#REF!,#REF!,1.00%,#REF!,#REF!,#REF!,#REF!,#REF!,$495.40 ,$5.87 ,$0.00 ,$5.87 ,$501.27 ,$60.30 ,$440.97 ,12.03%,0,5.15%,1.17%,5.43%,1.18%,$17.83 ,1.09,22.58%,45.83%,0.28,NA,23.15,21.54,20.01,NA,4.58,3.19,15.62,15.81,11.06,2.84,33.83%,1.57%,NA,NA,NA,NA,NA,9.86%,25.30%,80.99%,13.98%,17.17%,19.12%,43.11%,$21.40 ,$23.00 ,$28.00 ,$28.24 ,$155.30 ,$164.50 ,$27.90 ,$29.90 ,$22.84 ,$0.00 ,$1.16 ,$8.36 ,41.66%,$13.32 ,$13.49 ,$13.49 ,$90.90 ,$34.87 ,$108.10 ,$39.87 ,($7.78),0.41,0.81,0.5,NA,NA,NA,NA,($7.94),0.00%,21%
BasWare Oyj (HLSE:BAS1V),HLSE:BAS1V,Computer Software,Finland,Developed Europe,EU & Environs,1.0246,1.0561,#REF!,#REF!,1.50%,#REF!,#REF!,#REF!,#REF!,#REF!,$444.20 ,$11.85 ,$11.80 ,$23.65 ,$467.85 ,$20.50 ,$447.35 ,4.38%,0,15.34%,5.05%,18.12%,5.32%,$34.57 ,0.89,20.00%,53.38%,0.21,7.41,57.46,142.83,40.43,1.9,3.4,2.96,53.9,27.79,6.96,2.98,128.62%,0.90%,-39.60%,-11.80%,6.64%,7.78%,30.20%,10.90%,2.45%,16.54%,1.90%,5.08%,42.19%,47.54%,$7.73 ,$3.11 ,$5.59 ,$8.30 ,$149.90 ,$163.40 ,$16.10 ,$11.70 ,$4.80 ,($10.93),$4.72 ,$20.21 ,519.58%,($20.13),($10.89),($21.82),$127.00 ,$50.17 ,$130.50 ,$64.25 ,($4.00),0.43,0.49,0.5,0.05,0.06,$10.92 ,$7.76 ,($4.00),0.00%,21%
Fleetmatics Group PLC (NYSE:FLTX),NYSE:FLTX,Computer Software,Ireland,Developed Europe,EU & Environs,1.0246,1.0387,#REF!,#REF!,6.50%,#REF!,#REF!,#REF!,#REF!,#REF!,"$1,594.10 ",$6.56 ,$23.30 ,$29.86 ,"$1,623.96 ",$139.80 ,"$1,484.16 ",8.61%,0.01,14.42%,1.84%,16.84%,1.87%,$43.25 ,1.34,10.95%,116.16%,0.42,19.54,294.66,84.79,41.59,8.57,8.99,12.5,49.41,62.62,38.49,11.64,0.00%,0.00%,NA,NA,NA,NA,34.40%,33.80%,83.56%,106.69%,11.53%,18.42%,26.39%,106.32%,$5.41 ,$18.80 ,$29.70 ,$30.04 ,$127.50 ,$163.10 ,$23.70 ,$43.30 ,$22.11 ,$9.90 ,($0.38),$40.27 ,180.42%,($17.78),($30.99),($21.09),$22.50 ,$28.15 ,$177.30 ,$38.56 ,$0.00 ,0.51,NA,0.5,NA,NA,NA,NA,$0.00 ,3.75%,21%
"Reditus - Sociedade Gestora de Participa??es Sociais, SA. (ENXTLS:RED)",ENXTLS:RED,Computer Services,Portugal,Developed Europe,EU & Environs,0.8659,2.486,#REF!,#REF!,6.10%,#REF!,#REF!,#REF!,#REF!,#REF!,$24.80 ,$0.00 ,$92.80 ,$92.80 ,$117.60 ,$6.43 ,$111.17 ,5.47%,0,66.48%,78.91%,198.29%,374.19%,$1.72 ,0.05,NA,NA,0.65,2.15,67.21,62.47,NA,NA,0.53,0.15,5.82,5.48,1.86,0.67,0.00%,0.00%,NA,NA,6.72%,26.50%,NA,NA,0.87%,30.76%,0.24%,11.70%,50.00%,0.02%,$0.37 ,$0.40 ,$13.80 ,$19.11 ,$166.80 ,$163.30 ,$20.30 ,$19.10 ,$9.56 ,($3.10),$0.00 ,$4.02 ,42.08%,$5.53 ,($0.52),($3.62),$45.40 ,$62.12 ,$46.80 ,$59.77 ,$0.00 ,-0.13,0.34,0.5,0.11,0.19,$4.78 ,($0.38),$0.00 ,5.40%,21%
Comp Sp¨®lka Akcyjna (WSE:CMP),WSE:CMP,Computer Services,Poland,Developed Europe,EU & Environs,0.8659,1.0289,#REF!,#REF!,2.85%,#REF!,#REF!,#REF!,#REF!,#REF!,$111.00 ,$0.00 ,$27.40 ,$27.40 ,$138.40 ,$5.35 ,$133.05 ,3.87%,0,17.60%,19.80%,21.36%,24.68%,$21.81 ,0.44,3.16%,70.36%,0.19,13.48,NA,11.38,12.53,NA,0.87,0.88,6.47,22.78,1.66,1.06,0.00%,0.00%,14.20%,11.00%,29.00%,13.40%,NA,4.92%,8.55%,27.08%,6.13%,12.92%,23.75%,76.47%,($3.79),$9.75 ,$18.60 ,$20.55 ,$126.10 ,$159.10 ,$5.84 ,$22.00 ,$15.67 ,$8.25 ,$1.66 ,$6.12 ,49.62%,$7.89 ,($6.28),$1.98 ,$114.00 ,$75.90 ,$128.30 ,$80.35 ,$0.00 ,0.09,0.49,0.5,0.05,0.08,$6.01 ,$4.49 ,($4.06),1.28%,21%
Acotel Group SpA (BIT:ACO),BIT:ACO,Computer Software,Italy,Developed Europe,EU & Environs,1.0246,1.0909,#REF!,#REF!,4.40%,#REF!,#REF!,#REF!,#REF!,#REF!,$111.80 ,$0.00 ,$7.23 ,$7.23 ,$119.03 ,$20.40 ,$98.63 ,17.14%,0,9.73%,6.07%,10.77%,6.47%,$27.18 ,1.47,16.43%,86.72%,0.26,NA,NA,NA,NA,NA,1.67,0.85,NA,NA,1.83,0.75,NA,0.00%,NA,NA,-9.58%,6.31%,NA,16.00%,-19.39%,-14.23%,-10.12%,-5.52%,0.00%,1.36%,($7.98),($16.00),($11.30),($8.72),$131.30 ,$158.10 ,($0.10),($3.95),($8.72),$0.00 ,$0.00 ,($6.22),NA,($2.50),($9.78),($9.78),$82.50 ,$61.27 ,$67.10 ,$53.93 ,$0.00 ,0.57,1.07,0.5,0.12,0.13,$1.02 ,($0.57),$0.00 ,2.85%,21%
Columbus A/S (CPSE:COLUM),CPSE:COLUM,Computer Services,Denmark,Developed Europe,EU & Environs,0.8659,0.8708,#REF!,#REF!,2.00%,#REF!,#REF!,#REF!,#REF!,#REF!,$74.70 ,$0.00 ,$0.84 ,$0.84 ,$75.54 ,$11.60 ,$63.94 ,15.36%,0,1.67%,1.12%,1.70%,1.13%,$0.70 ,0.67,11.83%,66.56%,0.45,10.8,NA,NA,NA,NA,1.5,0.47,9.63,11.6,6.84,0.41,NA,0.00%,NA,NA,1.90%,-1.09%,NA,NA,-0.97%,47.06%,-0.29%,4.21%,50.00%,0.03%,($0.66),($0.46),$6.64 ,$6.64 ,$157.70 ,$157.60 ,$5.51 ,$7.96 ,$3.32 ,$2.16 ,$4.75 ,($1.20),106.93%,($0.23),($6.17),($4.01),$47.60 ,$14.11 ,$49.70 ,$9.34 ,$0.00 ,0.32,0.38,0.5,0.09,0.12,$2.99 ,($0.75),$0.00 ,0.00%,21%
EVS Broadcast Equipment S.A. (ENXTBR:EVS),ENXTBR:EVS,Telecom. Equipment,Belgium,Developed Europe,EU & Environs,1.1293,1.1352,#REF!,#REF!,1.60%,#REF!,#REF!,#REF!,#REF!,#REF!,$873.10 ,$5.62 ,$0.87 ,$6.50 ,$879.60 ,$23.50 ,$856.10 ,2.67%,0,6.12%,0.74%,6.52%,0.74%,$64.71 ,0.83,21.45%,39.63%,0.18,144.14,15.87,23.28,18.59,2.27,8.77,4.8,15.85,9.89,10.64,4.71,128.27%,5.51%,-11.00%,-12.80%,3.49%,-1.34%,7.00%,3.23%,37.24%,105.07%,23.85%,34.35%,29.64%,37.36%,$55.00 ,$37.50 ,$52.90 ,$54.01 ,$181.80 ,$157.20 ,$86.60 ,$57.10 ,$38.00 ,$0.45 ,($8.49),$22.67 ,37.32%,$23.82 ,$22.87 ,$23.32 ,$100.70 ,$51.40 ,$99.60 ,$80.45 ,($48.10),0.34,0.56,0.5,0.04,0.04,$61.12 ,$41.55 ,($48.10),0.90%,21%
First Sensor AG (XTRA:SIS),XTRA:SIS,Semiconductor,Germany,Developed Europe,EU & Environs,1.339,1.7898,#REF!,#REF!,1.00%,#REF!,#REF!,#REF!,#REF!,#REF!,$114.00 ,$0.00 ,$61.40 ,$61.40 ,$175.40 ,$14.00 ,$161.40 ,7.98%,0,38.84%,35.01%,63.50%,53.86%,$11.44 ,0.53,15.81%,43.32%,0.15,1.33,188.74,224.41,22.61,1.75,1.18,0.76,20,9.44,1.56,1.07,0.00%,0.00%,-43.40%,-33.60%,38.00%,22.70%,108.00%,1.86%,0.56%,7.76%,0.34%,5.38%,37.50%,1.66%,$0.60 ,$0.51 ,$4.79 ,$8.07 ,$150.40 ,$150.10 ,$17.10 ,$17.40 ,$5.04 ,$8.02 ,($6.36),($2.67),-178.99%,$14.07 ,$1.52 ,$9.54 ,$90.00 ,$104.00 ,$96.70 ,$103.70 ,$0.00 ,0.27,0.25,0.5,0.07,0.16,$3.76 ,$0.00 ,$0.00 ,0.00%,21%
